TransactionID,Amount,Time,UserID,Location,Merchant,Class
4112,69.37,45487,1340,CA,Amazon,0
4113,7.19,25314,1693,WA,eBay,0
4114,9.42,35287,1118,TX,Amazon,0
4115,91.86,30451,1777,FL,Target,0
4116,41.7,70963,1689,FL,Costco,0
4117,249.21,37371,1712,WA,Amazon,0
4118,52.19,24630,1367,TX,Amazon,0
4119,15.46,51236,1384,TX,Target,0
4120,125.43,33667,1509,WA,Costco,0
4121,34.72,25099,1981,TX,Walmart,0
4122,74.54,82382,1581,WA,Target,0
4123,119.68,83421,1157,CA,eBay,0
4124,230.52,77604,1822,WA,Amazon,0
4125,157.11,82635,1609,FL,Amazon,0
4126,112.81,38098,1716,NY,Target,0
4127,113.83,27873,1085,CA,Amazon,0
4128,291.74,23558,1901,FL,Costco,0
4129,35.07,60123,1360,CA,Costco,0
4130,0.11,30518,1791,FL,Target,0
4131,31.74,52763,1084,TX,Target,1
4132,24.58,74716,1358,WA,Target,0
4133,108.42,59172,1726,FL,eBay,0
4134,100.43,82131,1132,FL,Amazon,0
4135,90.01,3750,1902,TX,Walmart,0
4136,1.64,11881,1386,NY,Walmart,0
4137,130.48,19606,1246,NY,Walmart,0
4138,39.09,16819,1140,WA,Target,0
4139,109.38,28755,1949,TX,eBay,0
4140,81.32,25811,1446,CA,eBay,0
4141,41.97,58122,1075,FL,Walmart,0
4142,14.45,37697,1901,WA,Walmart,0
4143,9.92,61196,1097,NY,eBay,0
4144,178.09,18344,1974,CA,Target,0
4145,250.59,20656,1302,TX,Target,0
4146,104.92,26382,1465,FL,Walmart,0
4147,10.92,31031,1054,FL,Costco,0
4148,51.42,71349,1304,NY,Target,0
4149,130.54,60574,1952,NY,Costco,0
4150,151.33,67260,1770,WA,Amazon,0
4151,12.58,57529,1533,FL,Target,0
4152,0,1494,1034,FL,Costco,0
4153,124.53,18363,1539,FL,Amazon,0
4154,44.1,21812,1488,FL,Amazon,0
4155,29.37,20437,1681,CA,Walmart,0
4156,1.3,7160,1139,TX,Costco,0
4157,77.72,41343,1640,CA,Walmart,0
4158,190.48,23593,1099,TX,Amazon,0
4159,316.14,284,1989,CA,Target,0
4160,83.41,48083,1372,WA,Target,0
4161,72.25,37851,1758,TX,Target,0
4162,8.89,20378,1022,FL,Costco,0
4163,79.6,8491,1868,TX,eBay,0
4164,47.8,65500,1283,FL,Walmart,0
4165,93.43,66436,1112,WA,eBay,0
4166,49.22,1459,1372,TX,eBay,0
4167,27.48,13680,1196,NY,Amazon,0
4168,9.98,19305,1163,FL,Walmart,0
4169,37.82,35301,1892,TX,Amazon,0
4170,10.16,32692,1821,CA,eBay,0
4171,19.47,39347,1430,TX,Amazon,0
4172,436.9,17189,1567,FL,Amazon,0
4173,58.72,7595,1009,NY,Costco,0
4174,75.9,84148,1644,NY,Walmart,0
4175,206.85,64370,1397,CA,Walmart,0
4176,541.91,1921,1151,WA,eBay,0
4177,87.4,2387,1190,NY,Target,0
4178,167.38,76266,1795,WA,Amazon,0
4179,39.59,80366,1276,FL,Walmart,0
4180,36.49,4825,1492,TX,Target,0
4181,51.53,5282,1242,WA,Walmart,0
4182,111.63,13869,1487,FL,eBay,0
4183,114.63,15451,1843,FL,Amazon,0
4184,37.87,17905,1275,FL,Costco,0
4185,14.3,2698,1189,CA,eBay,0
4186,100.07,19996,1626,CA,eBay,0
4187,13.73,16892,1863,WA,eBay,0
4188,86.39,48068,1306,FL,Target,0
4189,118.23,71726,1869,WA,eBay,0
4190,120.6,78702,1295,NY,Costco,0
4191,140.03,29689,1233,WA,Amazon,0
4192,206.25,31604,1340,TX,Walmart,0
4193,69.31,69457,1592,FL,Target,0
4194,131.03,17243,1192,WA,eBay,0
4195,96.54,43787,1882,CA,Walmart,0
4196,20.66,34315,1363,TX,eBay,0
4197,2.6,32035,1923,WA,Amazon,0
4198,33.48,34844,1949,WA,Costco,1
4199,58.53,16820,1257,WA,Costco,0
4200,96,46676,1976,CA,Target,0
4201,189.68,49914,1510,WA,Walmart,0
4202,21.85,735,1230,NY,Walmart,0
4203,13.42,72750,1013,NY,Costco,0
4204,330.99,23968,1013,NY,Amazon,0
4205,11.43,44624,1555,WA,Target,0
4206,65.1,55746,1209,TX,eBay,0
4207,88.08,70264,1039,CA,Target,0
4208,77.95,36497,1033,NY,Costco,0
4209,9,7241,1746,NY,eBay,0
4210,5.87,82996,1832,TX,Target,0
4211,11.15,76008,1233,NY,Amazon,0
4212,88.09,61639,1785,CA,Walmart,0
4213,78.6,17057,1879,TX,eBay,0
4214,26.62,49700,1289,FL,Target,0
4215,101.55,14432,1854,CA,Amazon,0
4216,171.52,61488,1432,CA,Target,0
4217,4.25,18953,1847,WA,eBay,0
4218,68.94,82833,1978,FL,Amazon,0
4219,116.9,72232,1740,FL,Walmart,0
4220,29.08,29347,1891,TX,Amazon,0
4221,36.78,21249,1950,NY,Target,0
4222,95.1,53458,1317,FL,Target,0
4223,228.21,85193,1639,TX,Target,0
4224,166.03,47668,1837,FL,Target,0
4225,87.5,83442,1407,CA,Target,0
4226,131.02,2802,1720,FL,Costco,0
4227,45.39,18033,1815,NY,Amazon,0
4228,102.43,35088,1079,TX,Amazon,0
4229,62.77,17527,1806,NY,Amazon,0
4230,21.06,11964,1175,WA,Amazon,0
4231,120.98,41005,1744,NY,eBay,0
4232,81.3,85234,1837,NY,Target,0
4233,44.41,4406,1847,TX,Costco,0
4234,242.29,51761,1776,CA,eBay,0
4235,2.12,62347,1284,FL,Amazon,0
4236,37.95,73127,1963,FL,Amazon,0
4237,5.86,3119,1955,TX,Costco,0
4238,145.47,58935,1921,TX,Amazon,0
4239,121.1,58327,1629,CA,Amazon,0
4240,40.25,52749,1677,CA,Amazon,0
4241,112.6,59094,1317,WA,Amazon,0
4242,50.41,82485,1409,FL,eBay,0
4243,141.16,7651,1141,FL,eBay,0
4244,60.55,26896,1994,WA,eBay,0
4245,53.15,10370,1246,TX,Amazon,0
4246,272.92,44552,1176,FL,Walmart,0
4247,28.89,6777,1810,NY,eBay,0
4248,12.83,113,1343,TX,Target,0
4249,87.84,531,1263,TX,Target,0
4250,348.42,9714,1167,CA,Walmart,0
4251,47.46,3410,1024,WA,Costco,0
4252,6.4,74772,1702,TX,Target,0
4253,41.45,24608,1899,CA,Costco,0
4254,70.51,8324,1526,NY,Target,0
4255,17.66,76695,1527,NY,Walmart,0
4256,107.32,34494,1309,FL,eBay,0
4257,609.66,54222,1638,WA,Costco,0
4258,60.1,40985,1778,WA,Costco,0
4259,43.81,35416,1027,CA,Walmart,0
4260,51.2,45600,1774,FL,Costco,0
4261,12.23,9453,1369,WA,Target,0
4262,214.79,27921,1383,FL,eBay,0
4263,53.58,66469,1293,CA,Amazon,0
4264,48.98,66586,1663,FL,Walmart,0
4265,107.79,25392,1478,TX,Costco,0
4266,58.35,32177,1579,TX,Costco,0
4267,104.48,55182,1036,TX,Costco,0
4268,6.34,58081,1887,TX,Costco,0
4269,168.05,11106,1546,NY,Walmart,0
4270,282.18,52754,1645,NY,Target,0
4271,104.63,6878,1877,WA,Target,0
4272,309.15,792,1672,NY,eBay,0
4273,16.42,11367,1371,FL,eBay,0
4274,64.9,38731,1735,FL,Amazon,0
4275,92.08,9547,1621,NY,Target,0
4276,87.16,28568,1101,FL,Walmart,0
4277,51.33,62907,1354,WA,Target,0
4278,41.26,50212,1464,CA,Target,0
4279,13.56,42331,1693,NY,eBay,0
4280,49.72,64379,1479,TX,Costco,0
4281,17.75,4138,1909,FL,Costco,0
4282,132.56,47112,1658,FL,Target,0
4283,23.42,73229,1215,CA,Target,0
4284,6.04,11394,1998,WA,Target,0
4285,80.38,39095,1650,FL,Target,0
4286,90.44,3353,1326,TX,eBay,0
4287,205.5,46132,1940,CA,Target,0
4288,86.03,65064,1699,FL,Target,0
4289,42.39,55121,1599,TX,Amazon,0
4290,162.46,15205,1246,FL,Amazon,0
4291,77.71,4628,1697,TX,Target,0
4292,8.26,52600,1087,CA,Costco,0
4293,83.44,38095,1333,WA,Walmart,0
4294,238.62,58844,1663,NY,Amazon,0
4295,50.47,47049,1778,NY,Target,0
4296,35.14,21433,1199,WA,Amazon,0
4297,15.49,75594,1382,FL,Target,0
4298,16.42,12093,1427,CA,Costco,0
4299,56.7,16684,1334,TX,Costco,0
4300,90.55,60321,1757,CA,Amazon,0
4301,8.41,84520,1449,WA,Walmart,0
4302,280.62,51305,1215,FL,Walmart,0
4303,140.7,62025,1940,FL,Walmart,0
4304,88.34,14907,1585,WA,Walmart,1
4305,176.28,54057,1671,CA,eBay,0
4306,8.36,12921,1254,NY,Target,0
4307,64.79,85938,1528,CA,Costco,0
4308,99.45,46794,1504,FL,Walmart,0
4309,176.41,68618,1437,FL,eBay,0
4310,153,72610,1649,WA,Target,0
4311,32.44,29330,1469,CA,eBay,0
4312,282.82,17623,1005,NY,Amazon,0
4313,13.28,60277,1218,CA,Amazon,0
4314,208.05,459,1915,FL,Walmart,0
4315,353.84,65037,1512,CA,Amazon,0
4316,19.5,52915,1575,FL,Target,0
4317,128.04,56172,1720,FL,Walmart,0
4318,4.11,68337,1512,TX,eBay,0
4319,51.99,28831,1868,NY,Costco,0
4320,72.63,16847,1188,WA,Costco,0
4321,86.9,997,1974,NY,Costco,0
4322,274.79,22025,1246,CA,Target,0
4323,111.55,64784,1768,TX,Walmart,0
4324,65.64,6384,1976,FL,Amazon,0
4325,165.9,78759,1685,NY,Walmart,0
4326,300.64,48067,1620,FL,eBay,0
4327,2.23,11198,1571,FL,Costco,0
4328,404.68,34446,1554,TX,Walmart,0
4329,9.01,9382,1427,NY,Walmart,0
4330,168.41,24120,1549,TX,Amazon,0
4331,32.9,35465,1362,FL,eBay,0
4332,14.18,26950,1769,NY,Costco,0
4333,57.96,68462,1593,FL,Amazon,0
4334,103.27,15735,1395,FL,Costco,0
4335,47.96,14223,1732,NY,Amazon,0
4336,5.61,15362,1918,WA,Amazon,0
4337,91.49,39986,1622,TX,Costco,0
4338,232.69,23409,1776,CA,eBay,0
4339,48.32,67933,1135,FL,Target,0
4340,24.38,79987,1433,TX,Target,0
4341,58.44,5814,1847,TX,Walmart,0
4342,4.96,22888,1317,NY,Walmart,0
4343,171.75,73058,1534,NY,eBay,0
4344,175.07,22169,1500,NY,Target,0
4345,88.67,59126,1348,TX,Walmart,0
4346,43.56,85918,1058,NY,Target,0
4347,160.84,81124,1777,CA,Target,0
4348,80.9,45127,1139,TX,Target,0
4349,174.83,15762,1957,NY,Walmart,1
4350,99.82,15577,1892,FL,Walmart,0
4351,153.44,20931,1627,TX,eBay,0
4352,91.27,60302,1203,WA,Amazon,0
4353,53.47,75506,1157,WA,Walmart,0
4354,316.88,39278,1329,TX,Costco,0
4355,77.9,58169,1973,TX,Amazon,0
4356,92.91,85581,1195,WA,Target,0
4357,24.91,81455,1430,FL,eBay,0
4358,98.26,62775,1723,FL,Costco,0
4359,84.77,75885,1552,FL,Costco,0
4360,20.44,49203,1870,CA,Amazon,0
4361,6.14,6058,1518,CA,eBay,0
4362,92.72,69051,1861,FL,Amazon,0
4363,144.26,68866,1883,WA,Walmart,0
4364,74.11,55180,1616,CA,Target,0
4365,25.72,43825,1471,NY,eBay,0
4366,109.82,83281,1457,CA,Walmart,0
4367,8.35,74514,1819,WA,Target,0
4368,58.31,82475,1044,WA,Target,0
4369,17.84,15264,1037,TX,Walmart,0
4370,20.39,26615,1675,WA,eBay,0
4371,22.6,32165,1592,FL,Costco,0
4372,48.89,42722,1340,WA,Amazon,0
4373,5.25,34880,1569,CA,eBay,0
4374,50.72,84130,1301,CA,Costco,0
4375,71.68,81059,1634,CA,Costco,0
4376,66.03,1701,1706,WA,Costco,0
4377,48.25,59430,1192,FL,Amazon,0
4378,182.73,55615,1913,FL,Amazon,0
4379,15.7,39237,1897,TX,Amazon,0
4380,70.46,34378,1615,NY,Costco,1
4381,6.4,20736,1623,FL,Walmart,0
4382,7.38,6343,1131,CA,Amazon,0
4383,85.3,15797,1607,TX,Costco,0
4384,83.48,53857,1594,FL,eBay,0
4385,210.4,41864,1467,FL,Costco,0
4386,81.62,41123,1169,NY,Amazon,0
4387,321.37,74864,1560,NY,Amazon,0
4388,4.99,67561,1944,NY,Amazon,0
4389,10.31,105,1884,FL,Walmart,0
4390,4.51,86379,1646,FL,Target,0
4391,20.49,19476,1264,CA,Walmart,0
4392,77.93,64147,1198,WA,eBay,0
4393,103.73,42112,1282,NY,Amazon,0
4394,4.67,48610,1404,CA,Target,0
4395,291.82,66234,1546,CA,eBay,0
4396,184.62,44230,1855,TX,Costco,0
4397,35.18,41706,1479,CA,Target,0
4398,8.03,65032,1203,NY,Walmart,0
4399,18.62,41920,1470,WA,Amazon,0
4400,13.58,19875,1931,CA,Target,0
4401,13.16,68833,1752,FL,eBay,0
4402,73.1,52129,1348,FL,Walmart,0
4403,28.22,65744,1834,CA,eBay,0
4404,44.34,19700,1042,NY,eBay,0
4405,455.69,72769,1775,WA,Amazon,0
4406,115.3,1891,1481,WA,Target,0
4407,297.56,58520,1376,NY,eBay,0
4408,15.38,47594,1077,FL,Walmart,0
4409,48.15,64190,1035,FL,eBay,0
4410,80.91,2039,1382,TX,eBay,0
4411,7.99,19673,1815,CA,Walmart,0
4412,0.42,42412,1173,CA,Costco,0
4413,111,28436,1927,FL,eBay,0
4414,102.67,8186,1646,CA,Walmart,0
4415,52.9,63708,1329,NY,Amazon,0
4416,67.26,434,1651,WA,Target,0
4417,53.69,10519,1054,TX,Walmart,0
4418,2.43,18030,1763,NY,Walmart,0
4419,40.85,76891,1999,NY,Target,0
4420,19.49,55819,1278,NY,Walmart,0
4421,10.36,79864,1458,CA,Costco,0
4422,314.01,5258,1691,WA,Amazon,0
4423,91.47,72726,1524,TX,Costco,0
4424,130.44,86363,1715,FL,eBay,0
4425,37.89,58277,1454,NY,Amazon,0
4426,49.95,45238,1820,NY,eBay,0
4427,27.04,10747,1574,NY,Target,0
4428,10.2,30917,1491,FL,Walmart,0
4429,19.73,30377,1073,CA,Walmart,0
4430,159.71,44956,1454,CA,Amazon,0
4431,113.18,23557,1818,WA,Walmart,0
4432,79.17,44335,1953,CA,Walmart,0
4433,64.45,78015,1154,CA,eBay,0
4434,255.66,33292,1518,TX,Costco,0
4435,7.55,19491,1374,TX,Walmart,0
4436,32.93,57294,1305,CA,eBay,0
4437,43.07,66629,1919,TX,Costco,0
4438,152.52,65640,1342,WA,Walmart,0
4439,489.48,18123,1664,CA,Amazon,0
4440,27.53,64618,1043,TX,Amazon,0
4441,207.39,83596,1547,FL,Amazon,0
4442,177.56,24288,1440,TX,Target,0
4443,25.45,45091,1096,TX,Amazon,0
4444,50.97,78872,1164,FL,Walmart,0
4445,52.71,59216,1745,WA,Walmart,0
4446,382.68,77162,1102,FL,Amazon,0
4447,19.95,58785,1435,WA,Amazon,0
4448,160.52,50997,1380,FL,eBay,0
4449,40.68,69037,1446,WA,Costco,0
4450,131.26,50693,1006,WA,Amazon,0
4451,54.47,82386,1093,NY,eBay,0
4452,86.36,35712,1443,NY,Walmart,0
4453,178.74,86214,1478,TX,Amazon,0
4454,163.05,15905,1632,FL,eBay,0
4455,201.31,1591,1876,WA,eBay,0
4456,6.15,60159,1493,NY,Costco,0
4457,117.78,13522,1036,TX,Walmart,0
4458,15.08,81689,1532,TX,Costco,0
4459,53.75,3572,1097,TX,Costco,0
4460,79.54,61680,1813,NY,Costco,0
4461,51.54,58537,1020,CA,Walmart,0
4462,73.32,33061,1231,TX,Amazon,0
4463,566.25,66874,1467,CA,Costco,0
4464,14.53,60542,1353,CA,Target,0
4465,112.53,61907,1071,CA,Walmart,0
4466,50.42,16151,1351,TX,eBay,0
4467,14.27,80916,1051,WA,eBay,0
4468,17.29,45813,1221,CA,Walmart,0
4469,298.13,52627,1796,NY,eBay,0
4470,211.69,26117,1324,NY,Walmart,0
4471,237.56,68034,1989,CA,Amazon,0
4472,477.16,25483,1459,CA,Walmart,0
4473,23.36,71264,1166,CA,Amazon,0
4474,43.92,56469,1282,NY,Walmart,0
4475,110.63,18877,1500,FL,Costco,0
4476,66.13,62396,1716,WA,Target,0
4477,54.2,3088,1366,FL,Amazon,0
4478,44.29,23179,1649,NY,Target,0
4479,90.09,47954,1035,NY,eBay,0
4480,85.71,22011,1606,TX,Amazon,0
4481,17.61,12839,1527,FL,eBay,0
4482,63.82,52903,1998,CA,Costco,0
4483,80.63,63561,1748,CA,Costco,0
4484,84.46,23625,1675,NY,Amazon,0
4485,23.59,18481,1601,TX,Amazon,0
4486,135.58,19558,1619,FL,Target,0
4487,2.55,82307,1595,TX,eBay,0
4488,43.82,31104,1254,WA,Target,0
4489,151.51,53586,1929,TX,Amazon,0
4490,82.99,44420,1676,WA,Target,0
4491,30.27,4061,1199,FL,Amazon,0
4492,118.73,33241,1835,CA,Walmart,0
4493,83.79,62055,1826,WA,eBay,0
4494,159.08,81697,1668,CA,Costco,0
4495,132.81,70593,1030,TX,Costco,0
4496,94.19,44173,1577,TX,Target,0
4497,66.98,5289,1600,FL,Costco,0
4498,14.29,65180,1485,CA,Walmart,0
4499,30.29,2221,1258,FL,Walmart,0
4500,54.32,63137,1252,WA,Target,0
4501,91.45,42942,1493,TX,Costco,0
4502,72.09,21635,1233,TX,Costco,0
4503,33.99,52763,1106,TX,Amazon,0
4504,0.65,84562,1580,TX,Target,0
4505,68.57,51072,1789,TX,Amazon,0
4506,33.63,7075,1335,WA,Walmart,0
4507,132.65,22378,1712,WA,Target,0
4508,2.42,35084,1052,FL,Amazon,0
4509,87.91,50426,1943,NY,Walmart,0
4510,283.83,79217,1968,TX,Costco,0
4511,19.17,31584,1752,TX,Target,0
4512,63.8,31245,1843,NY,Amazon,0
4513,9.59,58959,1686,FL,eBay,0
4514,98.26,4983,1041,WA,Costco,0
4515,79.97,30897,1259,TX,Amazon,0
4516,52.32,40602,1368,FL,Amazon,0
4517,73.68,85538,1209,NY,Target,0
4518,226.89,76034,1465,WA,eBay,0
4519,21.85,49411,1041,WA,Costco,0
4520,2.28,68742,1938,FL,Costco,0
4521,197.81,78466,1352,CA,Target,0
4522,86.07,75856,1681,CA,Target,0
4523,221.33,38126,1893,CA,Target,0
4524,90.87,70043,1258,NY,eBay,0
4525,166.16,55610,1954,CA,Target,0
4526,56.15,23925,1997,FL,eBay,0
4527,138.57,36276,1336,WA,eBay,0
4528,244.23,23689,1715,FL,Walmart,0
4529,84.89,63942,1394,FL,Target,0
4530,19.94,54146,1848,TX,Target,0
4531,31.31,15238,1674,NY,Costco,0
4532,22.15,60424,1104,WA,Target,0
4533,28.35,24807,1689,TX,eBay,0
4534,36.59,74457,1702,NY,Target,0
4535,81,11204,1123,WA,Amazon,0
4536,88.67,65245,1709,TX,Costco,0
4537,55.6,38567,1098,CA,Amazon,0
4538,95.56,35697,1005,FL,eBay,0
4539,8.51,1530,1799,CA,Amazon,0
4540,9.19,24297,1266,WA,eBay,0
4541,18.85,74838,1042,TX,Costco,0
4542,73,48906,1806,TX,Walmart,0
4543,24.08,66251,1652,TX,Amazon,0
4544,33.31,75069,1268,FL,Costco,0
4545,51.13,60748,1550,TX,Walmart,0
4546,167.06,40295,1941,NY,eBay,0
4547,1.4,52464,1673,NY,eBay,0
4548,104.8,7223,1194,NY,Walmart,0
4549,110.53,13421,1927,CA,Costco,0
4550,160.27,14066,1323,WA,Walmart,0
4551,269.94,21576,1615,CA,Amazon,0
4552,2.03,82121,1756,CA,Walmart,0
4553,16.7,2140,1064,FL,Target,0
4554,217.31,59016,1200,CA,Amazon,0
4555,61.34,41378,1880,FL,Costco,0
4556,83.15,7370,1241,NY,Amazon,0
4557,108.78,51750,1006,NY,eBay,0
4558,113.65,12022,1218,CA,eBay,0
4559,268.44,59222,1002,CA,eBay,1
4560,579.24,18328,1853,NY,Amazon,0
4561,127.35,2929,1463,TX,eBay,0
4562,33.86,43727,1967,NY,Costco,0
4563,211.82,68919,1964,TX,Costco,0
4564,5.05,52692,1304,NY,Amazon,0
4565,26.28,49545,1313,WA,Walmart,0
4566,227.68,76647,1477,FL,Walmart,0
4567,29.6,48338,1795,FL,Costco,0
4568,24.93,59962,1882,WA,Amazon,0
4569,14.86,23161,1410,TX,Costco,0
4570,195.98,8823,1497,CA,eBay,0
4571,69.33,33089,1533,CA,eBay,0
4572,112.36,60850,1605,FL,Costco,0
4573,27.32,21053,1356,CA,eBay,0
4574,141.9,17447,1070,TX,Target,0
4575,142.71,3111,1881,CA,Target,0
4576,37.48,58820,1733,NY,Target,0
4577,52.88,76521,1012,WA,Walmart,0
4578,23.53,68622,1405,FL,Walmart,0
4579,375.34,52963,1970,CA,Amazon,0
4580,103.73,52503,1516,TX,Walmart,0
4581,272.64,41918,1021,CA,Costco,0
4582,36.15,71868,1974,WA,Amazon,0
4583,152.28,42542,1894,NY,Amazon,0
4584,145.18,68712,1308,FL,Costco,0
4585,117.65,2416,1294,FL,Target,0
4586,337.08,40436,1548,TX,Walmart,0
4587,50.01,74187,1030,NY,Amazon,0
4588,14.01,10486,1061,CA,Target,0
4589,111.39,18695,1220,CA,eBay,0
4590,130.68,1229,1358,TX,Target,0
4591,85.58,67066,1592,NY,Target,0
4592,23.17,42347,1382,TX,Walmart,0
4593,70.21,1363,1744,WA,eBay,0
4594,37.42,82372,1517,WA,Amazon,0
4595,55.77,85824,1616,CA,Costco,0
4596,103.63,45869,1336,WA,Amazon,0
4597,136.73,49729,1161,TX,Walmart,0
4598,26.43,20303,1854,FL,Amazon,0
4599,51.97,72853,1563,WA,Walmart,0
4600,31.36,3264,1157,TX,Walmart,0
4601,22.14,18315,1012,FL,Amazon,0
4602,152.96,78229,1185,FL,Costco,0
4603,239.97,82102,1733,WA,Costco,0
4604,46.24,60521,1752,NY,Amazon,0
4605,139.14,24811,1308,WA,eBay,0
4606,227.3,33405,1147,WA,Target,0
4607,187.16,52157,1901,NY,Costco,0
4608,20.19,59823,1054,WA,Walmart,0
4609,313.02,19856,1926,TX,Costco,0
4610,47.27,46970,1570,NY,eBay,0
4611,41.44,50787,1914,TX,Amazon,0
4612,6.45,76174,1709,FL,eBay,0
4613,66.59,86352,1609,NY,Target,0
4614,11.54,20598,1667,FL,Costco,0
4615,28.57,42541,1761,CA,Walmart,0
4616,38.12,10652,1908,CA,Walmart,0
4617,165.46,16963,1691,TX,eBay,0
4618,208.34,32223,1509,FL,Amazon,0
4619,36.02,31024,1585,FL,Target,0
4620,195.69,3941,1572,NY,Amazon,0
4621,194.65,73923,1936,CA,Costco,0
4622,144.67,74060,1044,TX,eBay,0
4623,15.86,41617,1646,TX,eBay,0
4624,117.22,54704,1721,NY,Walmart,0
4625,290.09,26025,1085,NY,Costco,0
4626,114.74,83172,1781,TX,Walmart,0
4627,40.29,43224,1291,NY,Amazon,0
4628,69.43,13277,1263,FL,eBay,0
4629,103.77,48718,1267,TX,eBay,0
4630,71.45,40995,1935,WA,Target,0
4631,12.78,7539,1224,CA,Amazon,0
4632,37.41,32853,1215,CA,Costco,0
4633,162.15,26811,1873,WA,Target,0
4634,197.63,6909,1230,WA,eBay,0
4635,14.77,53433,1701,FL,Costco,0
4636,304.46,46084,1653,TX,Walmart,0
4637,39.87,73569,1176,NY,Amazon,0
4638,108.56,56816,1562,CA,Walmart,1
4639,139.36,10748,1701,WA,eBay,0
4640,167.1,70602,1516,TX,Target,0
4641,291.41,62465,1722,NY,Walmart,0
4642,37.53,49408,1706,CA,eBay,0
4643,195.55,11998,1512,TX,Walmart,0
4644,14.12,13764,1103,CA,Amazon,0
4645,122.09,45379,1872,FL,Walmart,0
4646,135.47,81394,1100,CA,Amazon,0
4647,113.23,59588,1639,FL,Amazon,0
4648,29.08,82613,1864,FL,Costco,0
4649,206.39,62398,1304,FL,Target,0
4650,18.5,75793,1760,NY,Walmart,0
4651,5.51,47210,1912,NY,eBay,0
4652,126.4,44560,1968,FL,Costco,0
4653,64.53,69201,1350,TX,Target,1
4654,189.11,16734,1802,FL,Costco,0
4655,48.35,74376,1450,TX,Walmart,0
4656,18.43,77598,1268,CA,Walmart,0
4657,181.06,72580,1371,NY,Walmart,0
4658,79.61,2063,1932,TX,Target,1
4659,20.97,22313,1037,TX,Costco,0
4660,127.43,27087,1845,TX,eBay,0
4661,71.56,45779,1901,WA,Costco,0
4662,92.71,40181,1761,NY,Target,0
4663,61.79,18205,1732,WA,Amazon,0
4664,176.44,12464,1062,CA,Amazon,0
4665,176.94,27132,1764,TX,Amazon,0
4666,123.58,50737,1504,NY,eBay,0
4667,11.14,69285,1944,NY,Target,0
4668,182.54,64549,1264,NY,Target,0
4669,111.17,35306,1675,TX,Amazon,0
4670,119.41,25592,1534,FL,Target,0
4671,45.1,83987,1078,FL,Target,0
4672,211.43,44758,1629,FL,Walmart,0
4673,129.23,6577,1184,WA,eBay,0
4674,11.94,85230,1945,TX,Target,0
4675,52.39,8263,1494,CA,Amazon,0
4676,217.49,82741,1570,WA,Costco,0
4677,4.83,8072,1369,NY,Costco,0
4678,325.49,60814,1902,FL,eBay,0
4679,113.68,45306,1814,NY,Target,0
4680,99.8,5691,1763,WA,Walmart,0
4681,31.55,1953,1600,FL,Target,0
4682,28.61,70499,1740,TX,Amazon,0
4683,284.83,76981,1854,FL,Target,0
4684,35.42,37759,1330,FL,Costco,0
4685,149.39,20185,1439,FL,Costco,0
4686,49.94,73983,1237,WA,eBay,0
4687,15,34699,1903,FL,Amazon,0
4688,1.08,73490,1291,WA,eBay,0
4689,78.58,53739,1425,NY,Target,0
4690,372.05,55631,1294,TX,Walmart,0
4691,46.07,17945,1832,FL,eBay,0
4692,44.19,38294,1499,WA,Costco,0
4693,42.17,12920,1555,FL,Amazon,0
4694,73.51,53609,1844,FL,Target,0
4695,58.1,71096,1591,FL,Amazon,0
4696,211.96,80925,1685,CA,Amazon,0
4697,70.43,62358,1652,TX,Amazon,0
4698,70.88,24265,1036,TX,Costco,0
4699,14.89,73251,1525,WA,Walmart,0
4700,405.93,84604,1633,NY,eBay,0
4701,28.76,9438,1396,NY,Costco,0
4702,7.62,70779,1749,NY,Walmart,0
4703,108.81,28629,1395,FL,Target,0
4704,90.48,62442,1566,WA,eBay,0
4705,53.64,4085,1923,FL,Walmart,0
4706,54.85,82926,1021,CA,Target,0
4707,153.74,24513,1339,WA,eBay,0
4708,21.78,60084,1494,WA,Target,0
4709,171.62,86230,1402,WA,Costco,0
4710,104.62,63605,1202,CA,Target,0
4711,54.3,61666,1925,WA,Amazon,0
4712,61.25,80420,1949,CA,Costco,0
4713,29.66,68412,1345,NY,Target,0
4714,139.48,51178,1014,WA,Costco,0
4715,71.92,71092,1029,FL,eBay,0
4716,38.69,86027,1028,TX,Amazon,0
4717,90.65,38009,1763,CA,Amazon,0
4718,545.72,63976,1159,NY,Target,0
4719,57.14,32225,1628,NY,eBay,0
4720,253.44,38437,1669,TX,Costco,0
4721,42.31,70935,1619,WA,Target,0
4722,5.63,13648,1626,FL,Walmart,0
4723,22.85,42936,1271,TX,Target,0
4724,54.25,40263,1419,WA,Walmart,0
4725,24.8,48373,1849,WA,Amazon,0
4726,0.02,52814,1488,CA,Target,0
4727,246.51,65137,1175,FL,Target,1
4728,185.71,46972,1230,FL,Amazon,0
4729,135.59,28147,1795,CA,Costco,0
4730,18.37,19295,1317,WA,Target,0
4731,12.82,6897,1761,WA,eBay,0
4732,7,76812,1466,FL,Amazon,0
4733,128.75,38253,1439,FL,Costco,0
4734,264.24,5838,1055,FL,Amazon,0
4735,56.31,82693,1330,FL,Amazon,0
4736,12.69,67680,1272,WA,Costco,0
4737,71.82,79942,1701,FL,Costco,0
4738,42.9,26414,1020,WA,Costco,0
4739,46.97,38748,1164,CA,eBay,0
4740,97.11,61157,1491,NY,Walmart,0
4741,126.84,29483,1882,CA,Amazon,0
